期号,日期,中奖号码 1,2,3,4,5,强力球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
05/22/2021,2021-05-22,3,19,27,37,40,8,,3,2,4,1,1,1,1,2,0,0,0,0,0.00,3,1000000.00,16,50000.00,457,100.00,1292,100.00,30372,7.00,24795,7.00,178450,4.00,405499,4.00
05/19/2021,2021-05-19,11,13,55,56,69,4,69,2,3,4,1,0,2,0,0,0,2,1,0,0.00,2,1000000.00,16,50000.00,316,100.00,870,100.00,21623,7.00,19361,7.00,153018,4.00,365096,4.00
05/15/2021,2021-05-15,4,10,37,39,69,24,,2,3,3,2,2,0,0,2,0,0,1,0,0.00,1,1000000.00,16,50000.00,337,100.00,863,100.00,21933,7.00,18450,7.00,140127,4.00,323328,4.00
05/12/2021,2021-05-12,1,19,20,38,54,17,20,3,2,2,3,1,2,0,1,0,1,0,0,0.00,2,1000000.00,10,50000.00,324,100.00,842,100.00,20966,7.00,16526,7.00,125700,4.00,295119,4.00
05/08/2021,2021-05-08,12,17,20,21,26,8,,5,0,2,3,0,3,2,0,0,0,0,0,0.00,2,1000000.00,26,50000.00,562,100.00,1342,100.00,29416,7.00,21770,7.00,143488,4.00,312191,4.00
05/05/2021,2021-05-05,16,23,28,40,63,1,63,3,2,2,3,0,1,2,1,0,0,1,0,0.00,2,1000000.00,8,50000.00,316,100.00,676,100.00,18522,7.00,13777,7.00,109221,4.00,260780,4.00
05/01/2021,2021-05-01,35,36,47,61,63,3,35,0,5,4,1,0,0,0,2,1,0,2,0,0.00,0,0.00,5,50000.00,293,100.00,664,100.00,16785,7.00,14586,7.00,117277,4.00,323961,4.00
04/28/2021,2021-04-28,16,18,35,39,53,21,,2,3,3,2,0,2,0,2,0,1,0,0,0.00,2,1000000.00,13,50000.00,298,100.00,634,100.00,16794,7.00,13927,7.00,105466,4.00,255693,4.00
04/24/2021,2021-04-24,22,36,48,59,61,22,,1,4,2,3,0,0,1,1,1,1,1,0,0.00,0,0.00,6,50000.00,288,100.00,670,100.00,16234,7.00,13467,7.00,106077,4.00,266785,4.00
04/21/2021,2021-04-21,21,25,32,63,67,6,21,3,2,4,1,0,0,2,1,0,0,2,0,0.00,0,0.00,7,50000.00,223,100.00,537,100.00,13438,7.00,11765,7.00,94802,4.00,235068,4.00
04/17/2021,2021-04-17,10,21,26,41,49,25,,3,2,3,2,1,0,2,0,2,0,0,0,0.00,3,1000000.00,8,50000.00,269,100.00,649,100.00,17191,7.00,13312,7.00,101568,4.00,236970,4.00
04/14/2021,2021-04-14,13,30,33,45,61,14,,3,2,4,1,0,1,1,1,1,0,1,0,0.00,1,1000000.00,14,50000.00,225,100.00,549,100.00,14172,7.00,11605,7.00,89417,4.00,219796,4.00
04/10/2021,2021-04-10,14,16,23,50,53,3,,3,2,2,3,0,2,1,0,1,1,0,0,0.00,0,0.00,9,50000.00,239,100.00,632,100.00,15995,7.00,14045,7.00,105591,4.00,252465,4.00
04/07/2021,2021-04-07,27,35,39,51,66,16,39,1,4,4,1,0,0,1,2,0,1,1,0,0.00,0,0.00,6,50000.00,195,100.00,466,100.00,12452,7.00,10257,7.00,78947,4.00,198974,4.00
04/03/2021,2021-04-03,1,12,17,39,53,5,,3,2,4,1,1,2,0,1,0,1,0,0,0.00,0,0.00,9,50000.00,274,100.00,734,100.00,17753,7.00,15415,7.00,110587,4.00,244730,4.00
03/31/2021,2021-03-31,3,10,44,55,68,24,,2,3,2,3,2,0,0,0,1,1,1,0,0.00,1,1000000.00,9,50000.00,197,100.00,490,100.00,13248,7.00,11048,7.00,84995,4.00,197520,4.00
03/27/2021,2021-03-27,6,14,38,39,65,6,38,2,3,2,3,1,1,0,2,0,0,1,1,235400000.00,0,0.00,13,50000.00,383,100.00,1045,100.00,24146,7.00,20775,7.00,161572,4.00,391736,4.00
03/24/2021,2021-03-24,4,9,17,27,38,18,,4,1,3,2,2,1,1,1,0,0,0,0,0.00,1,1000000.00,20,50000.00,608,100.00,1296,100.00,32573,7.00,23029,7.00,158039,4.00,350394,4.00
03/20/2021,2021-03-20,1,6,22,42,61,4,"42,61",3,2,2,3,2,0,1,0,1,0,1,0,0.00,2,1000000.00,16,50000.00,338,100.00,1037,100.00,25013,7.00,21662,7.00,164871,4.00,387179,4.00
03/17/2021,2021-03-17,34,38,42,61,62,19,61,1,4,1,4,0,0,0,2,1,0,2,0,0.00,3,1000000.00,8,50000.00,336,100.00,747,100.00,18942,7.00,16162,7.00,127217,4.00,333891,4.00
03/13/2021,2021-03-13,5,11,51,56,61,2,,2,3,4,1,1,1,0,0,0,2,1,0,0.00,0,0.00,17,50000.00,349,100.00,874,100.00,21023,7.00,17968,7.00,137825,4.00,326510,4.00
03/10/2021,2021-03-10,17,18,37,44,53,18,,2,3,3,2,0,2,0,1,1,1,0,0,0.00,1,1000000.00,25,50000.00,325,100.00,924,100.00,20338,7.00,17759,7.00,129624,4.00,302648,4.00
03/06/2021,2021-03-06,11,31,50,52,58,18,50,2,3,2,3,0,1,0,1,1,2,0,0,0.00,0,0.00,13,50000.00,288,100.00,799,100.00,19559,7.00,17147,7.00,133753,4.00,322705,4.00
03/03/2021,2021-03-03,21,40,44,50,55,16,44,1,4,2,3,0,0,1,1,2,1,0,0,0.00,0,0.00,9,50000.00,254,100.00,715,100.00,17989,7.00,14849,7.00,114147,4.00,280748,4.00
02/27/2021,2021-02-27,2,28,31,44,52,18,,3,2,1,4,1,0,1,1,1,1,0,0,0.00,0,0.00,8,50000.00,309,100.00,805,100.00,20246,7.00,17300,7.00,130149,4.00,308510,4.00
02/24/2021,2021-02-24,4,33,43,53,65,21,4,2,3,4,1,1,0,0,1,1,1,1,0,0.00,0,0.00,10,50000.00,241,100.00,618,100.00,15652,7.00,13254,7.00,104685,4.00,259512,4.00
02/20/2021,2021-02-20,4,8,22,32,58,4,32,4,1,0,5,2,0,1,1,0,1,0,0,0.00,0,0.00,12,50000.00,280,100.00,850,100.00,19476,7.00,16989,7.00,120035,4.00,267004,4.00
02/17/2021,2021-02-17,1,15,21,32,46,1,,4,1,3,2,1,1,1,1,1,0,0,0,0.00,0,0.00,1,50000.00,244,100.00,534,100.00,15354,7.00,11413,7.00,85684,4.00,200562,4.00
02/13/2021,2021-02-13,20,28,33,63,68,20,63,3,2,2,3,0,1,1,1,0,0,2,0,0.00,0,0.00,8,50000.00,201,100.00,619,100.00,14584,7.00,12544,7.00,101232,4.00,248674,4.00
02/10/2021,2021-02-10,15,39,58,63,67,7,,1,4,4,1,0,1,0,1,0,1,2,0,0.00,0,0.00,6,50000.00,169,100.00,548,100.00,12612,7.00,11181,7.00,97434,4.00,275340,4.00
02/06/2021,2021-02-06,1,16,48,49,65,8,,2,3,3,2,1,1,0,0,2,0,1,0,0.00,1,1000000.00,13,50000.00,207,100.00,590,100.00,14953,7.00,13843,7.00,110749,4.00,271968,4.00
02/03/2021,2021-02-03,5,37,40,64,66,5,,1,4,2,3,1,0,0,2,0,0,2,0,0.00,0,0.00,8,50000.00,193,100.00,516,100.00,12646,7.00,11375,7.00,95548,4.00,247550,4.00
01/30/2021,2021-01-30,1,2,7,52,61,4,52,3,2,3,2,3,0,0,0,0,1,1,1,33200000.00,2,1000000.00,9,50000.00,250,100.00,756,100.00,19232,7.00,15374,7.00,110865,4.00,249046,4.00
01/27/2021,2021-01-27,17,33,35,42,52,9,17,2,3,3,2,0,1,0,2,1,1,0,0,0.00,-7,0.00,3,50000.00,93,100.00,350,100.00,8772,7.00,9524,7.00,76106,4.00,196127,4.00
01/23/2021,2021-01-23,5,8,17,27,28,14,,5,0,3,2,2,1,2,0,0,0,0,1,23200000.00,33,1000000.00,22,50000.00,889,100.00,1103,100.00,31640,7.00,14857,7.00,79943,4.00,143014,4.00
01/20/2021,2021-01-20,40,53,60,68,69,22,,0,5,2,3,0,0,0,1,0,2,2,1,731100000.00,10,1000000.00,88,50000.00,2008,100.00,5037,100.00,129468,7.00,106042,7.00,818471,4.00,2061374,4.00
01/16/2021,2021-01-16,14,20,39,65,67,2,,2,3,3,2,0,2,0,1,0,0,2,0,0.00,12,1000000.00,75,50000.00,1739,100.00,4698,100.00,117316,7.00,98487,7.00,779752,4.00,1920668,4.00
01/13/2021,2021-01-13,4,19,23,25,49,14,,4,1,4,1,1,1,2,0,1,0,0,0,0.00,10,1000000.00,67,50000.00,1949,100.00,4605,100.00,121427,7.00,91908,7.00,682698,4.00,1575827,4.00
01/09/2021,2021-01-09,14,26,38,45,46,13,,2,3,1,4,0,1,1,1,2,0,0,0,0.00,2,1000000.00,46,50000.00,1085,100.00,3072,100.00,75140,7.00,63920,7.00,495016,4.00,1217114,4.00
01/06/2021,2021-01-06,1,20,22,60,66,3,,3,2,1,4,1,1,1,0,0,1,1,0,0.00,2,1000000.00,27,50000.00,825,100.00,2184,100.00,54330,7.00,47779,7.00,368700,4.00,889814,4.00
01/02/2021,2021-01-02,3,4,11,41,67,5,3,3,2,4,1,2,1,0,0,1,0,1,0,0.00,1,1000000.00,23,50000.00,648,100.00,1810,100.00,42987,7.00,36454,7.00,265233,4.00,610428,4.00
12/30/2020,2020-12-30,3,43,45,61,65,14,,1,4,5,0,1,0,0,0,2,0,2,0,0.00,0,0.00,10,50000.00,479,100.00,1259,100.00,30553,7.00,25946,7.00,205187,4.00,508095,4.00
12/26/2020,2020-12-26,10,24,27,35,53,18,53,3,2,3,2,1,0,2,1,0,1,0,0,0.00,3,1000000.00,21,50000.00,438,100.00,1179,100.00,28681,7.00,24107,7.00,176947,4.00,409043,4.00
12/23/2020,2020-12-23,6,13,38,39,53,6,,2,3,3,2,1,1,0,2,0,1,0,0,0.00,2,1000000.00,11,50000.00,442,100.00,1137,100.00,27713,7.00,23447,7.00,179014,4.00,428666,4.00
12/19/2020,2020-12-19,27,32,34,43,52,13,,3,2,2,3,0,0,1,2,1,1,0,0,0.00,0,0.00,15,50000.00,382,100.00,1024,100.00,24865,7.00,21426,7.00,165096,4.00,410745,4.00
12/16/2020,2020-12-16,4,23,37,61,67,7,,2,3,4,1,1,0,1,1,0,0,2,0,0.00,1,1000000.00,16,50000.00,353,100.00,1033,100.00,21730,7.00,22908,7.00,172604,4.00,418399,4.00
12/12/2020,2020-12-12,17,54,56,63,69,20,,1,4,3,2,0,1,0,0,0,2,2,0,0.00,1,1000000.00,14,50000.00,369,100.00,868,100.00,19243,7.00,23792,7.00,153451,4.00,387979,4.00
12/09/2020,2020-12-09,11,14,31,47,48,4,48,3,2,3,2,0,2,0,1,2,0,0,0,0.00,1,1000000.00,12,50000.00,340,100.00,1035,100.00,20868,7.00,23938,7.00,154658,4.00,357853,4.00
12/05/2020,2020-12-05,3,4,6,48,53,10,,3,2,2,3,3,0,0,0,1,1,0,0,0.00,0,0.00,14,50000.00,384,100.00,1119,100.00,22940,7.00,26979,7.00,166630,4.00,376999,4.00
12/02/2020,2020-12-02,28,31,40,41,46,4,,2,3,2,3,0,0,1,2,2,0,0,0,0.00,1,1000000.00,11,50000.00,340,100.00,1002,100.00,17557,7.00,20188,7.00,139196,4.00,341474,4.00
11/28/2020,2020-11-28,8,12,18,44,51,18,,3,2,1,4,1,2,0,0,1,1,0,0,0.00,0,0.00,15,50000.00,381,100.00,981,100.00,19547,7.00,23851,7.00,138319,4.00,312697,4.00
11/25/2020,2020-11-25,2,57,58,60,65,26,"57,60",1,4,2,3,1,0,0,0,0,3,1,0,0.00,0,0.00,18,50000.00,283,100.00,800,100.00,16463,7.00,19807,7.00,133630,4.00,344032,4.00
11/21/2020,2020-11-21,51,54,57,60,69,11,,0,5,3,2,0,0,0,0,0,4,1,0,0.00,0,0.00,10,50000.00,345,100.00,755,100.00,15944,7.00,18285,7.00,127648,4.00,356476,4.00
11/18/2020,2020-11-18,4,5,17,43,52,5,,3,2,3,2,2,1,0,0,1,1,0,0,0.00,0,0.00,8,50000.00,310,100.00,821,100.00,16776,7.00,19284,7.00,124892,4.00,280284,4.00
11/14/2020,2020-11-14,7,15,18,32,45,20,"15,45",4,1,3,2,1,2,0,1,1,0,0,0,0.00,0,0.00,13,50000.00,374,100.00,930,100.00,16726,7.00,22720,7.00,122917,4.00,281482,4.00
11/11/2020,2020-11-11,13,15,17,45,63,13,,3,2,5,0,0,3,0,0,1,0,1,0,0.00,1,1000000.00,10,50000.00,237,100.00,774,100.00,15983,7.00,17037,7.00,121618,4.00,278950,4.00
11/07/2020,2020-11-07,14,16,37,48,58,18,,2,3,1,4,0,2,0,1,1,1,0,0,0.00,0,0.00,10,50000.00,228,100.00,690,100.00,14799,7.00,17358,7.00,115820,4.00,285482,4.00
11/04/2020,2020-11-04,23,32,33,45,49,14,,3,2,4,1,0,0,1,2,2,0,0,0,0.00,0,0.00,11,50000.00,255,100.00,632,100.00,13506,7.00,17095,7.00,101494,4.00,248538,4.00
10/31/2020,2020-10-31,2,6,40,42,55,24,40,2,3,1,4,2,0,0,1,1,1,0,0,0.00,2,1000000.00,18,50000.00,272,100.00,673,100.00,15164,7.00,17776,7.00,114665,4.00,271342,4.00
10/28/2020,2020-10-28,11,28,37,40,53,13,,2,3,3,2,0,1,1,2,0,1,0,0,0.00,2,1000000.00,13,50000.00,244,100.00,678,100.00,14497,7.00,15763,7.00,111965,4.00,261618,4.00
10/24/2020,2020-10-24,18,20,27,45,65,6,,3,2,3,2,0,2,1,0,1,0,1,0,0.00,2,1000000.00,9,50000.00,233,100.00,752,100.00,14469,7.00,17483,7.00,111621,4.00,266149,4.00
10/21/2020,2020-10-21,1,3,13,44,56,26,44,3,2,3,2,2,1,0,0,1,1,0,0,0.00,1,1000000.00,18,50000.00,261,100.00,720,100.00,13176,7.00,17005,7.00,95076,4.00,213301,4.00
10/17/2020,2020-10-17,6,10,31,37,44,23,37,3,2,2,3,2,0,0,2,1,0,0,0,0.00,0,0.00,5,50000.00,245,100.00,562,100.00,11619,7.00,15055,7.00,85479,4.00,195447,4.00
10/14/2020,2020-10-14,21,37,52,53,58,5,,1,4,3,2,0,0,1,1,0,3,0,0,0.00,0,0.00,9,50000.00,168,100.00,516,100.00,10407,7.00,12020,7.00,85298,4.00,224029,4.00
10/10/2020,2020-10-10,5,18,23,40,50,18,,3,2,2,3,1,1,1,1,1,0,0,0,0.00,1,1000000.00,13,50000.00,242,100.00,677,100.00,12835,7.00,16229,7.00,96369,4.00,220753,4.00
10/07/2020,2020-10-07,6,24,30,53,56,19,,3,2,1,4,1,0,2,0,0,2,0,0,0.00,0,0.00,9,50000.00,208,100.00,530,100.00,10660,7.00,13121,7.00,82574,4.00,196157,4.00
10/03/2020,2020-10-03,18,31,36,43,47,20,"18,36",2,3,3,2,0,1,0,2,2,0,0,0,0.00,1,1000000.00,1,50000.00,219,100.00,522,100.00,11041,7.00,14218,7.00,84601,4.00,209186,4.00
09/30/2020,2020-09-30,14,18,36,49,67,18,36,2,3,2,3,0,2,0,1,1,0,1,0,0.00,0,0.00,12,50000.00,178,100.00,452,100.00,10008,7.00,11198,7.00,76153,4.00,185540,4.00
09/26/2020,2020-09-26,11,21,27,36,62,24,,3,2,3,2,0,1,2,1,0,0,1,0,0.00,0,0.00,14,50000.00,268,100.00,632,100.00,11590,7.00,14906,7.00,83851,4.00,193410,4.00
09/23/2020,2020-09-23,8,17,49,52,59,1,,2,3,3,2,1,1,0,0,1,2,0,0,0.00,0,0.00,3,50000.00,159,100.00,480,100.00,9170,7.00,11152,7.00,69934,4.00,166005,4.00
09/19/2020,2020-09-19,11,14,23,47,57,14,,3,2,4,1,0,2,1,0,1,1,0,0,0.00,0,0.00,8,50000.00,239,100.00,544,100.00,11562,7.00,14159,7.00,83795,4.00,190187,4.00
09/16/2020,2020-09-16,10,17,31,51,53,1,"17,53",3,2,4,1,1,1,0,1,0,2,0,1,94000000.00,0,0.00,8,50000.00,235,100.00,593,100.00,11509,7.00,15553,7.00,88088,4.00,205741,4.00
09/12/2020,2020-09-12,16,17,20,53,67,4,,3,2,3,2,0,3,0,0,0,1,1,0,0.00,0,0.00,4,50000.00,236,100.00,574,100.00,13094,7.00,14865,7.00,101787,4.00,239899,4.00
09/09/2020,2020-09-09,27,52,55,60,64,21,27,1,4,2,3,0,0,1,0,0,3,1,0,0.00,0,0.00,5,50000.00,156,100.00,445,100.00,9599,7.00,11263,7.00,78231,4.00,206332,4.00
09/05/2020,2020-09-05,15,21,22,27,47,7,,4,1,4,1,0,1,3,0,1,0,0,0,0.00,0,0.00,17,50000.00,262,100.00,833,100.00,16633,7.00,17053,7.00,112937,4.00,250322,4.00
09/02/2020,2020-09-02,1,4,11,20,69,18,,4,1,3,2,2,2,0,0,0,0,1,0,0.00,0,0.00,6,50000.00,411,100.00,701,100.00,12282,7.00,20199,7.00,84440,4.00,192516,4.00
08/29/2020,2020-08-29,5,21,22,29,43,10,,4,1,4,1,1,0,3,0,1,0,0,0,0.00,0,0.00,12,50000.00,273,100.00,717,100.00,13320,7.00,16830,7.00,95970,4.00,214533,4.00
08/26/2020,2020-08-26,8,12,19,47,58,2,19,3,2,2,3,1,2,0,0,1,1,0,0,0.00,1,1000000.00,6,50000.00,263,100.00,575,100.00,11384,7.00,15284,7.00,79342,4.00,174419,4.00
08/22/2020,2020-08-22,19,30,36,42,66,14,,2,3,1,4,0,1,1,1,1,0,1,0,0.00,0,0.00,11,50000.00,190,100.00,472,100.00,10542,7.00,12725,7.00,83530,4.00,202540,4.00
08/19/2020,2020-08-19,13,23,47,55,58,23,,2,3,4,1,0,1,1,0,1,2,0,0,0.00,0,0.00,5,50000.00,206,100.00,482,100.00,9354,7.00,11245,7.00,72661,4.00,174927,4.00
08/15/2020,2020-08-15,5,12,34,45,56,3,,3,2,2,3,1,1,0,1,1,1,0,0,0.00,1,1000000.00,15,50000.00,304,100.00,540,100.00,12540,7.00,14099,7.00,94564,4.00,217013,4.00
08/12/2020,2020-08-12,2,6,18,36,37,21,2,3,2,1,4,2,1,0,2,0,0,0,1,169000000.00,2,1000000.00,17,50000.00,357,100.00,922,100.00,17525,7.00,22876,7.00,125677,4.00,293708,4.00
08/08/2020,2020-08-08,2,3,14,40,51,24,14,3,2,2,3,2,1,0,1,0,1,0,0,0.00,2,1000000.00,12,50000.00,276,100.00,737,100.00,15535,7.00,18919,7.00,115743,4.00,263405,4.00
08/05/2020,2020-08-05,7,14,17,57,65,24,,3,2,4,1,1,2,0,0,0,1,1,0,0.00,1,1000000.00,11,50000.00,286,100.00,745,100.00,15745,7.00,19499,7.00,117041,4.00,274133,4.00
08/01/2020,2020-08-01,6,25,36,43,48,24,,2,3,2,3,1,0,1,1,2,0,0,0,0.00,3,1000000.00,5,50000.00,389,100.00,718,100.00,15642,7.00,19694,7.00,120310,4.00,289503,4.00
07/29/2020,2020-07-29,7,29,35,40,45,26,,2,3,4,1,1,0,1,2,1,0,0,0,0.00,2,1000000.00,9,50000.00,340,100.00,735,100.00,14287,7.00,17910,7.00,110892,4.00,256624,4.00
07/25/2020,2020-07-25,5,21,36,61,62,18,36,2,3,3,2,1,0,1,1,0,0,2,0,0.00,1,1000000.00,11,50000.00,243,100.00,649,100.00,13714,7.00,15780,7.00,108548,4.00,261959,4.00
07/22/2020,2020-07-22,16,25,36,44,55,14,16,2,3,2,3,0,1,1,1,1,1,0,0,0.00,1,1000000.00,13,50000.00,223,100.00,509,100.00,11951,7.00,14007,7.00,89667,4.00,218650,4.00
07/18/2020,2020-07-18,13,16,32,58,59,9,,3,2,2,3,0,2,0,1,0,2,0,0,0.00,1,1000000.00,13,50000.00,228,100.00,615,100.00,13203,7.00,14477,7.00,100986,4.00,249529,4.00
07/15/2020,2020-07-15,27,47,61,62,69,4,"61,62",1,4,4,1,0,0,1,0,1,0,3,0,0.00,1,1000000.00,5,50000.00,167,100.00,476,100.00,10303,7.00,11929,7.00,83219,4.00,223418,4.00
07/11/2020,2020-07-11,14,19,61,62,64,4,62,2,3,2,3,0,2,0,0,0,0,3,0,0.00,0,0.00,8,50000.00,176,100.00,509,100.00,11598,7.00,12741,7.00,93593,4.00,234163,4.00
07/08/2020,2020-07-08,3,10,34,36,62,5,,3,2,1,4,2,0,0,2,0,0,1,0,0.00,0,0.00,8,50000.00,194,100.00,523,100.00,11708,7.00,12688,7.00,90900,4.00,210715,4.00
07/04/2020,2020-07-04,16,21,27,60,61,6,,3,2,3,2,0,1,2,0,0,1,1,0,0.00,1,1000000.00,10,50000.00,211,100.00,541,100.00,11983,7.00,13264,7.00,92462,4.00,219680,4.00
07/01/2020,2020-07-01,15,28,52,53,63,18,,2,3,3,2,0,1,1,0,0,2,1,0,0.00,1,1000000.00,3,50000.00,174,100.00,445,100.00,9870,7.00,11436,7.00,78164,4.00,194385,4.00
06/27/2020,2020-06-27,9,36,49,56,62,8,,1,4,2,3,1,0,0,1,1,1,1,0,0.00,0,0.00,8,50000.00,168,100.00,483,100.00,10662,7.00,12205,7.00,86561,4.00,220757,4.00
06/24/2020,2020-06-24,15,22,27,33,46,23,,4,1,3,2,0,1,2,1,1,0,0,0,0.00,0,0.00,4,50000.00,213,100.00,452,100.00,10034,7.00,12887,7.00,74408,4.00,174979,4.00
06/20/2020,2020-06-20,10,31,41,63,67,5,"10,63",2,3,4,1,1,0,0,1,1,0,2,0,0.00,1,1000000.00,10,50000.00,204,100.00,453,100.00,10626,7.00,11575,7.00,86054,4.00,214749,4.00
06/17/2020,2020-06-17,7,10,63,64,68,10,,2,3,2,3,2,0,0,0,0,0,3,0,0.00,1,1000000.00,5,50000.00,145,100.00,424,100.00,9586,7.00,10170,7.00,78336,4.00,184812,4.00
06/13/2020,2020-06-13,2,12,32,50,65,5,,3,2,1,4,1,1,0,1,1,0,1,0,0.00,0,0.00,6,50000.00,157,100.00,506,100.00,11191,7.00,12148,7.00,87093,4.00,201850,4.00
06/10/2020,2020-06-10,10,33,41,52,54,18,,2,3,2,3,1,0,0,1,1,2,0,1,22000000.00,0,0.00,6,50000.00,143,100.00,485,100.00,9625,7.00,11432,7.00,77172,4.00,184121,4.00
06/06/2020,2020-06-06,1,17,38,68,69,18,1,2,3,3,2,1,1,0,1,0,0,2,0,0.00,0,0.00,5,50000.00,183,100.00,471,100.00,10504,7.00,12367,7.00,84414,4.00,204948,4.00
06/03/2020,2020-06-03,1,3,26,41,64,17,41,3,2,3,2,2,0,1,0,1,0,1,1,135000000.00,0,0.00,5,50000.00,232,100.00,622,100.00,13610,7.00,15633,7.00,100563,4.00,234896,4.00
05/30/2020,2020-05-30,13,32,41,58,60,14,58,2,3,2,3,0,1,0,1,1,2,0,0,0.00,0,0.00,15,50000.00,226,100.00,615,100.00,12774,7.00,15380,7.00,100333,4.00,252111,4.00
05/27/2020,2020-05-27,38,58,59,64,68,21,,0,5,1,4,0,0,0,1,0,2,2,0,0.00,0,0.00,7,50000.00,183,100.00,462,100.00,10312,7.00,12292,7.00,80793,4.00,225047,4.00
05/23/2020,2020-05-23,2,8,18,21,23,16,18,5,0,2,3,2,1,2,0,0,0,0,0,0.00,0,0.00,14,50000.00,651,100.00,823,100.00,14601,7.00,25803,7.00,97492,4.00,220150,4.00
05/20/2020,2020-05-20,18,34,40,42,50,9,42,2,3,0,5,0,1,0,2,2,0,0,0,0.00,1,1000000.00,4,50000.00,170,100.00,490,100.00,10304,7.00,12122,7.00,83656,4.00,213549,4.00
05/16/2020,2020-05-16,8,12,26,39,42,11,39,3,2,1,4,1,1,1,1,1,0,0,0,0.00,1,1000000.00,6,50000.00,240,100.00,644,100.00,12242,7.00,15094,7.00,86967,4.00,197398,4.00
05/13/2020,2020-05-13,39,53,54,56,57,20,,0,5,3,2,0,0,0,1,0,4,0,0,0.00,0,0.00,5,50000.00,187,100.00,426,100.00,8580,7.00,10451,7.00,68354,4.00,184131,4.00
05/09/2020,2020-05-09,12,18,42,48,65,19,65,2,3,1,4,0,2,0,0,2,0,1,0,0.00,0,0.00,6,50000.00,214,100.00,474,100.00,10716,7.00,12587,7.00,84171,4.00,204347,4.00
05/06/2020,2020-05-06,7,8,35,50,65,20,,2,3,3,2,2,0,0,1,1,0,1,0,0.00,1,1000000.00,8,50000.00,149,100.00,342,100.00,8129,7.00,9455,7.00,62910,4.00,144076,4.00
05/02/2020,2020-05-02,13,16,33,58,68,24,,3,2,2,3,0,2,0,1,0,1,1,0,0.00,0,0.00,5,50000.00,152,100.00,391,100.00,8508,7.00,10104,7.00,67783,4.00,166479,4.00
04/29/2020,2020-04-29,2,20,49,61,67,20,,2,3,3,2,1,1,0,0,1,0,2,0,0.00,1,1000000.00,6,50000.00,123,100.00,324,100.00,7245,7.00,8025,7.00,56439,4.00,135950,4.00
04/25/2020,2020-04-25,1,3,21,47,57,18,1,3,2,5,0,2,0,1,0,1,1,0,0,0.00,0,0.00,10,50000.00,190,100.00,435,100.00,9928,7.00,12285,7.00,73740,4.00,170348,4.00
04/22/2020,2020-04-22,1,33,35,40,69,24,,2,3,4,1,1,0,0,3,0,0,1,0,0.00,1,1000000.00,4,50000.00,124,100.00,318,100.00,6594,7.00,8188,7.00,53043,4.00,131218,4.00
04/18/2020,2020-04-18,4,44,46,56,63,19,,1,4,1,4,1,0,0,0,2,1,1,0,0.00,2,1000000.00,7,50000.00,137,100.00,288,100.00,7639,7.00,8592,7.00,61659,4.00,152789,4.00
04/15/2020,2020-04-15,10,12,33,36,41,2,,3,2,2,3,1,1,0,2,1,0,0,0,0.00,1,1000000.00,6,50000.00,183,100.00,415,100.00,8608,7.00,10710,7.00,62608,4.00,140451,4.00
04/11/2020,2020-04-11,22,29,30,42,47,17,,3,2,2,3,0,0,3,0,2,0,0,0,0.00,0,0.00,6,50000.00,145,100.00,413,100.00,9027,7.00,11006,7.00,70104,4.00,166610,4.00
04/08/2020,2020-04-08,2,37,39,48,54,5,39,1,4,2,3,1,0,0,2,1,1,0,1,190000000.00,1,1000000.00,8,50000.00,187,100.00,459,100.00,10128,7.00,11517,7.00,81758,4.00,206418,4.00
04/04/2020,2020-04-04,8,31,39,40,43,4,,2,3,3,2,1,0,0,3,1,0,0,0,0.00,1,1000000.00,9,50000.00,223,100.00,631,100.00,13561,7.00,15424,7.00,104104,4.00,246782,4.00
04/01/2020,2020-04-01,33,35,45,48,60,16,48,1,4,3,2,0,0,0,2,2,1,0,0,0.00,0,0.00,8,50000.00,212,100.00,468,100.00,10769,7.00,12994,7.00,82962,4.00,209561,4.00
03/28/2020,2020-03-28,7,40,48,55,66,11,,1,4,2,3,1,0,0,1,1,1,1,0,0.00,1,1000000.00,7,50000.00,201,100.00,557,100.00,12965,7.00,14151,7.00,106041,4.00,257439,4.00
03/25/2020,2020-03-25,5,9,27,39,42,16,,3,2,4,1,2,0,1,1,1,0,0,0,0.00,2,1000000.00,10,50000.00,308,100.00,640,100.00,12428,7.00,18222,7.00,89968,4.00,205762,4.00
03/21/2020,2020-03-21,2,23,40,59,69,13,59,2,3,3,2,1,0,1,1,0,1,1,0,0.00,1,1000000.00,6,50000.00,243,100.00,642,100.00,14329,7.00,15407,7.00,114424,4.00,277637,4.00
03/18/2020,2020-03-18,15,27,44,59,63,8,,2,3,4,1,0,1,1,0,1,1,1,0,0.00,1,1000000.00,13,50000.00,232,100.00,588,100.00,13408,7.00,15193,7.00,104848,4.00,261644,4.00
03/14/2020,2020-03-14,9,23,26,30,32,8,,5,0,2,3,1,0,3,1,0,0,0,0,0.00,1,1000000.00,14,50000.00,384,100.00,945,100.00,18479,7.00,23663,7.00,131036,4.00,294992,4.00
